model,quantile,empirical_coverage,calibration_error,absolute_calibration_error
CatBoost round 1,0.01,0.0401826484,0.0301826484,0.0301826484
CatBoost round 1,0.02,0.0595890411,0.0395890411,0.0395890411
CatBoost round 1,0.03,0.07619863014,0.04619863014,0.04619863014
CatBoost round 1,0.04,0.08932648402,0.04932648402,0.04932648402
CatBoost round 1,0.05,0.1023401826,0.05234018265,0.05234018265
CatBoost round 1,0.06,0.1150684932,0.05506849315,0.05506849315
CatBoost round 1,0.07,0.1281392694,0.05813926941,0.05813926941
CatBoost round 1,0.08,0.1382990868,0.05829908676,0.05829908676
CatBoost round 1,0.09,0.1508561644,0.06085616438,0.06085616438
CatBoost round 1,0.1,0.1631849315,0.06318493151,0.06318493151
CatBoost round 1,0.11,0.1748287671,0.06482876712,0.06482876712
CatBoost round 1,0.12,0.1851027397,0.06510273973,0.06510273973
CatBoost round 1,0.13,0.1945205479,0.06452054795,0.06452054795
CatBoost round 1,0.14,0.2043378995,0.06433789954,0.06433789954
CatBoost round 1,0.15,0.2135844749,0.06358447489,0.06358447489
CatBoost round 1,0.16,0.2224885845,0.06248858447,0.06248858447
CatBoost round 1,0.17,0.2313356164,0.06133561644,0.06133561644
CatBoost round 1,0.18,0.2413242009,0.06132420091,0.06132420091
CatBoost round 1,0.19,0.2492579909,0.05925799087,0.05925799087
CatBoost round 1,0.2,0.258847032,0.05884703196,0.05884703196
CatBoost round 1,0.21,0.2682077626,0.05820776256,0.05820776256
CatBoost round 1,0.22,0.2768835616,0.05688356164,0.05688356164
CatBoost round 1,0.23,0.2862442922,0.05624429224,0.05624429224
CatBoost round 1,0.24,0.2950913242,0.0550913242,0.0550913242
CatBoost round 1,0.25,0.3049657534,0.05496575342,0.05496575342
CatBoost round 1,0.26,0.3140981735,0.05409817352,0.05409817352
CatBoost round 1,0.27,0.3212328767,0.05123287671,0.05123287671
CatBoost round 1,0.28,0.3296803653,0.0496803653,0.0496803653
CatBoost round 1,0.29,0.337043379,0.047043379,0.047043379
CatBoost round 1,0.3,0.3443493151,0.04434931507,0.04434931507
CatBoost round 1,0.31,0.3515981735,0.04159817352,0.04159817352
CatBoost round 1,0.32,0.3591324201,0.03913242009,0.03913242009
CatBoost round 1,0.33,0.3665525114,0.03655251142,0.03655251142
CatBoost round 1,0.34,0.374086758,0.03408675799,0.03408675799
CatBoost round 1,0.35,0.3821347032,0.0321347032,0.0321347032
CatBoost round 1,0.36,0.3894406393,0.02944063927,0.02944063927
CatBoost round 1,0.37,0.3957762557,0.02577625571,0.02577625571
CatBoost round 1,0.38,0.4035958904,0.02359589041,0.02359589041
CatBoost round 1,0.39,0.4101598174,0.02015981735,0.02015981735
CatBoost round 1,0.4,0.4155821918,0.01558219178,0.01558219178
CatBoost round 1,0.41,0.4226027397,0.01260273973,0.01260273973
CatBoost round 1,0.42,0.4299086758,0.009908675799,0.009908675799
CatBoost round 1,0.43,0.4365296804,0.006529680365,0.006529680365
CatBoost round 1,0.44,0.4438926941,0.003892694064,0.003892694064
CatBoost round 1,0.45,0.4517694064,0.001769406393,0.001769406393
CatBoost round 1,0.46,0.4604452055,0.0004452054795,0.0004452054795
CatBoost round 1,0.47,0.4675228311,-0.00247716895,0.00247716895
CatBoost round 1,0.48,0.4748287671,-0.005171232877,0.005171232877
CatBoost round 1,0.49,0.4820205479,-0.007979452055,0.007979452055
CatBoost round 1,0.5,0.4876712329,-0.01232876712,0.01232876712
CatBoost round 1,0.51,0.4950342466,-0.01496575342,0.01496575342
CatBoost round 1,0.52,0.5024543379,-0.0175456621,0.0175456621
CatBoost round 1,0.53,0.5102739726,-0.0197260274,0.0197260274
CatBoost round 1,0.54,0.5176369863,-0.0223630137,0.0223630137
CatBoost round 1,0.55,0.5246575342,-0.02534246575,0.02534246575
CatBoost round 1,0.56,0.5315639269,-0.02843607306,0.02843607306
CatBoost round 1,0.57,0.5389840183,-0.03101598174,0.03101598174
CatBoost round 1,0.58,0.5461757991,-0.03382420091,0.03382420091
CatBoost round 1,0.59,0.5539383562,-0.03606164384,0.03606164384
CatBoost round 1,0.6,0.5614155251,-0.03858447489,0.03858447489
CatBoost round 1,0.61,0.5684931507,-0.04150684932,0.04150684932
CatBoost round 1,0.62,0.576369863,-0.04363013699,0.04363013699
CatBoost round 1,0.63,0.5837899543,-0.04621004566,0.04621004566
CatBoost round 1,0.64,0.5910958904,-0.04890410959,0.04890410959
CatBoost round 1,0.65,0.5988584475,-0.05114155251,0.05114155251
CatBoost round 1,0.66,0.6064497717,-0.05355022831,0.05355022831
CatBoost round 1,0.67,0.6144977169,-0.05550228311,0.05550228311
CatBoost round 1,0.68,0.6216894977,-0.05831050228,0.05831050228
CatBoost round 1,0.69,0.6296232877,-0.06037671233,0.06037671233
CatBoost round 1,0.7,0.6386415525,-0.06135844749,0.06135844749
CatBoost round 1,0.71,0.6467465753,-0.06325342466,0.06325342466
CatBoost round 1,0.72,0.6537671233,-0.06623287671,0.06623287671
CatBoost round 1,0.73,0.6610730594,-0.06892694064,0.06892694064
CatBoost round 1,0.74,0.6686643836,-0.07133561644,0.07133561644
CatBoost round 1,0.75,0.6760844749,-0.07391552511,0.07391552511
CatBoost round 1,0.76,0.685216895,-0.07478310502,0.07478310502
CatBoost round 1,0.77,0.6921803653,-0.0778196347,0.0778196347
CatBoost round 1,0.78,0.7012557078,-0.07874429224,0.07874429224
CatBoost round 1,0.79,0.7095890411,-0.0804109589,0.0804109589
CatBoost round 1,0.8,0.7178652968,-0.0821347032,0.0821347032
CatBoost round 1,0.81,0.7263127854,-0.08368721461,0.08368721461
CatBoost round 1,0.82,0.7339041096,-0.08609589041,0.08609589041
CatBoost round 1,0.83,0.7426369863,-0.0873630137,0.0873630137
CatBoost round 1,0.84,0.7523401826,-0.08765981735,0.08765981735
CatBoost round 1,0.85,0.7609589041,-0.08904109589,0.08904109589
CatBoost round 1,0.86,0.7715753425,-0.08842465753,0.08842465753
CatBoost round 1,0.87,0.7820776256,-0.08792237443,0.08792237443
CatBoost round 1,0.88,0.7925799087,-0.08742009132,0.08742009132
CatBoost round 1,0.89,0.8022260274,-0.0877739726,0.0877739726
CatBoost round 1,0.9,0.8115296804,-0.08847031963,0.08847031963
CatBoost round 1,0.91,0.8223744292,-0.08762557078,0.08762557078
CatBoost round 1,0.92,0.8339041096,-0.08609589041,0.08609589041
CatBoost round 1,0.93,0.8446917808,-0.08530821918,0.08530821918
CatBoost round 1,0.94,0.8571917808,-0.08280821918,0.08280821918
CatBoost round 1,0.95,0.8696917808,-0.08030821918,0.08030821918
CatBoost round 1,0.96,0.8863584475,-0.07364155251,0.07364155251
CatBoost round 1,0.97,0.9006849315,-0.06931506849,0.06931506849
CatBoost round 1,0.98,0.9180365297,-0.06196347032,0.06196347032
CatBoost round 1,0.99,0.9350456621,-0.0549543379,0.0549543379
Seasonal empirical,0.01,0.004452054795,-0.005547945205,0.005547945205
Seasonal empirical,0.02,0.005365296804,-0.0146347032,0.0146347032
Seasonal empirical,0.03,0.007705479452,-0.02229452055,0.02229452055
Seasonal empirical,0.04,0.01078767123,-0.02921232877,0.02921232877
Seasonal empirical,0.05,0.01352739726,-0.03647260274,0.03647260274
Seasonal empirical,0.06,0.01735159817,-0.04264840183,0.04264840183
Seasonal empirical,0.07,0.02054794521,-0.04945205479,0.04945205479
Seasonal empirical,0.08,0.02420091324,-0.05579908676,0.05579908676
Seasonal empirical,0.09,0.02905251142,-0.06094748858,0.06094748858
Seasonal empirical,0.1,0.03316210046,-0.06683789954,0.06683789954
Seasonal empirical,0.11,0.03767123288,-0.07232876712,0.07232876712
Seasonal empirical,0.12,0.04360730594,-0.07639269406,0.07639269406
Seasonal empirical,0.13,0.04868721461,-0.08131278539,0.08131278539
Seasonal empirical,0.14,0.05399543379,-0.08600456621,0.08600456621
Seasonal empirical,0.15,0.05941780822,-0.09058219178,0.09058219178
Seasonal empirical,0.16,0.06347031963,-0.09652968037,0.09652968037
Seasonal empirical,0.17,0.06980593607,-0.1001940639,0.1001940639
Seasonal empirical,0.18,0.07494292237,-0.1050570776,0.1050570776
Seasonal empirical,0.19,0.08139269406,-0.1086073059,0.1086073059
Seasonal empirical,0.2,0.08721461187,-0.1127853881,0.1127853881
Seasonal empirical,0.21,0.09337899543,-0.1166210046,0.1166210046
Seasonal empirical,0.22,0.099543379,-0.120456621,0.120456621
Seasonal empirical,0.23,0.1057077626,-0.1242922374,0.1242922374
Seasonal empirical,0.24,0.1123858447,-0.1276141553,0.1276141553
Seasonal empirical,0.25,0.1188926941,-0.1311073059,0.1311073059
Seasonal empirical,0.26,0.1252853881,-0.1347146119,0.1347146119
Seasonal empirical,0.27,0.1336757991,-0.1363242009,0.1363242009
Seasonal empirical,0.28,0.1405821918,-0.1394178082,0.1394178082
Seasonal empirical,0.29,0.1479452055,-0.1420547945,0.1420547945
Seasonal empirical,0.3,0.1566210046,-0.1433789954,0.1433789954
Seasonal empirical,0.31,0.1654680365,-0.1445319635,0.1445319635
Seasonal empirical,0.32,0.1739155251,-0.1460844749,0.1460844749
Seasonal empirical,0.33,0.1821347032,-0.1478652968,0.1478652968
Seasonal empirical,0.34,0.1914383562,-0.1485616438,0.1485616438
Seasonal empirical,0.35,0.2011415525,-0.1488584475,0.1488584475
Seasonal empirical,0.36,0.209303653,-0.150696347,0.150696347
Seasonal empirical,0.37,0.2171232877,-0.1528767123,0.1528767123
Seasonal empirical,0.38,0.2261986301,-0.1538013699,0.1538013699
Seasonal empirical,0.39,0.2345319635,-0.1554680365,0.1554680365
Seasonal empirical,0.4,0.2438356164,-0.1561643836,0.1561643836
Seasonal empirical,0.41,0.2537100457,-0.1562899543,0.1562899543
Seasonal empirical,0.42,0.2630707763,-0.1569292237,0.1569292237
Seasonal empirical,0.43,0.2724885845,-0.1575114155,0.1575114155
Seasonal empirical,0.44,0.2828196347,-0.1571803653,0.1571803653
Seasonal empirical,0.45,0.2927511416,-0.1572488584,0.1572488584
Seasonal empirical,0.46,0.3011415525,-0.1588584475,0.1588584475
Seasonal empirical,0.47,0.3089041096,-0.1610958904,0.1610958904
Seasonal empirical,0.48,0.3170091324,-0.1629908676,0.1629908676
Seasonal empirical,0.49,0.325913242,-0.164086758,0.164086758
Seasonal empirical,0.5,0.3347031963,-0.1652968037,0.1652968037
Seasonal empirical,0.51,0.3421232877,-0.1678767123,0.1678767123
Seasonal empirical,0.52,0.3497146119,-0.1702853881,0.1702853881
Seasonal empirical,0.53,0.3576484018,-0.1723515982,0.1723515982
Seasonal empirical,0.54,0.3663812785,-0.1736187215,0.1736187215
Seasonal empirical,0.55,0.374543379,-0.175456621,0.175456621
Seasonal empirical,0.56,0.3827625571,-0.1772374429,0.1772374429
Seasonal empirical,0.57,0.3923515982,-0.1776484018,0.1776484018
Seasonal empirical,0.58,0.4011986301,-0.1788013699,0.1788013699
Seasonal empirical,0.59,0.4109589041,-0.1790410959,0.1790410959
Seasonal empirical,0.6,0.4207191781,-0.1792808219,0.1792808219
Seasonal empirical,0.61,0.4306506849,-0.1793493151,0.1793493151
Seasonal empirical,0.62,0.4404109589,-0.1795890411,0.1795890411
Seasonal empirical,0.63,0.4499429224,-0.1800570776,0.1800570776
Seasonal empirical,0.64,0.4594178082,-0.1805821918,0.1805821918
Seasonal empirical,0.65,0.4680365297,-0.1819634703,0.1819634703
Seasonal empirical,0.66,0.4779680365,-0.1820319635,0.1820319635
Seasonal empirical,0.67,0.4876141553,-0.1823858447,0.1823858447
Seasonal empirical,0.68,0.4981164384,-0.1818835616,0.1818835616
Seasonal empirical,0.69,0.5083333333,-0.1816666667,0.1816666667
Seasonal empirical,0.7,0.5177511416,-0.1822488584,0.1822488584
Seasonal empirical,0.71,0.5293949772,-0.1806050228,0.1806050228
Seasonal empirical,0.72,0.5400114155,-0.1799885845,0.1799885845
Seasonal empirical,0.73,0.5499429224,-0.1800570776,0.1800570776
Seasonal empirical,0.74,0.5626712329,-0.1773287671,0.1773287671
Seasonal empirical,0.75,0.574543379,-0.175456621,0.175456621
Seasonal empirical,0.76,0.584760274,-0.175239726,0.175239726
Seasonal empirical,0.77,0.5969178082,-0.1730821918,0.1730821918
Seasonal empirical,0.78,0.6087328767,-0.1712671233,0.1712671233
Seasonal empirical,0.79,0.6204908676,-0.1695091324,0.1695091324
Seasonal empirical,0.8,0.6328767123,-0.1671232877,0.1671232877
Seasonal empirical,0.81,0.6438926941,-0.1661073059,0.1661073059
Seasonal empirical,0.82,0.6552511416,-0.1647488584,0.1647488584
Seasonal empirical,0.83,0.6675799087,-0.1624200913,0.1624200913
Seasonal empirical,0.84,0.6797945205,-0.1602054795,0.1602054795
Seasonal empirical,0.85,0.6936643836,-0.1563356164,0.1563356164
Seasonal empirical,0.86,0.7066780822,-0.1533219178,0.1533219178
Seasonal empirical,0.87,0.7200342466,-0.1499657534,0.1499657534
Seasonal empirical,0.88,0.7313356164,-0.1486643836,0.1486643836
Seasonal empirical,0.89,0.7445205479,-0.1454794521,0.1454794521
Seasonal empirical,0.9,0.7578196347,-0.1421803653,0.1421803653
Seasonal empirical,0.91,0.7721461187,-0.1378538813,0.1378538813
Seasonal empirical,0.92,0.7859589041,-0.1340410959,0.1340410959
Seasonal empirical,0.93,0.8007420091,-0.1292579909,0.1292579909
Seasonal empirical,0.94,0.8153538813,-0.1246461187,0.1246461187
Seasonal empirical,0.95,0.8327054795,-0.1172945205,0.1172945205
Seasonal empirical,0.96,0.8513127854,-0.1086872146,0.1086872146
Seasonal empirical,0.97,0.8723173516,-0.0976826484,0.0976826484
Seasonal empirical,0.98,0.8887557078,-0.09124429224,0.09124429224
Seasonal empirical,0.99,0.9057077626,-0.08429223744,0.08429223744
Seasonal naive,0.01,0.4279109589,0.4179109589,0.4179109589
Seasonal naive,0.02,0.4279109589,0.4079109589,0.4079109589
Seasonal naive,0.03,0.4279109589,0.3979109589,0.3979109589
Seasonal naive,0.04,0.4279109589,0.3879109589,0.3879109589
Seasonal naive,0.05,0.4279109589,0.3779109589,0.3779109589
Seasonal naive,0.06,0.4279109589,0.3679109589,0.3679109589
Seasonal naive,0.07,0.4279109589,0.3579109589,0.3579109589
Seasonal naive,0.08,0.4279109589,0.3479109589,0.3479109589
Seasonal naive,0.09,0.4279109589,0.3379109589,0.3379109589
Seasonal naive,0.1,0.4279109589,0.3279109589,0.3279109589
Seasonal naive,0.11,0.4279109589,0.3179109589,0.3179109589
Seasonal naive,0.12,0.4279109589,0.3079109589,0.3079109589
Seasonal naive,0.13,0.4279109589,0.2979109589,0.2979109589
Seasonal naive,0.14,0.4279109589,0.2879109589,0.2879109589
Seasonal naive,0.15,0.4279109589,0.2779109589,0.2779109589
Seasonal naive,0.16,0.4279109589,0.2679109589,0.2679109589
Seasonal naive,0.17,0.4279109589,0.2579109589,0.2579109589
Seasonal naive,0.18,0.4279109589,0.2479109589,0.2479109589
Seasonal naive,0.19,0.4279109589,0.2379109589,0.2379109589
Seasonal naive,0.2,0.4279109589,0.2279109589,0.2279109589
Seasonal naive,0.21,0.4279109589,0.2179109589,0.2179109589
Seasonal naive,0.22,0.4279109589,0.2079109589,0.2079109589
Seasonal naive,0.23,0.4279109589,0.1979109589,0.1979109589
Seasonal naive,0.24,0.4279109589,0.1879109589,0.1879109589
Seasonal naive,0.25,0.4279109589,0.1779109589,0.1779109589
Seasonal naive,0.26,0.4279109589,0.1679109589,0.1679109589
Seasonal naive,0.27,0.4279109589,0.1579109589,0.1579109589
Seasonal naive,0.28,0.4279109589,0.1479109589,0.1479109589
Seasonal naive,0.29,0.4279109589,0.1379109589,0.1379109589
Seasonal naive,0.3,0.4279109589,0.1279109589,0.1279109589
Seasonal naive,0.31,0.4279109589,0.1179109589,0.1179109589
Seasonal naive,0.32,0.4279109589,0.1079109589,0.1079109589
Seasonal naive,0.33,0.4279109589,0.0979109589,0.0979109589
Seasonal naive,0.34,0.4279109589,0.0879109589,0.0879109589
Seasonal naive,0.35,0.4279109589,0.0779109589,0.0779109589
Seasonal naive,0.36,0.4279109589,0.0679109589,0.0679109589
Seasonal naive,0.37,0.4279109589,0.0579109589,0.0579109589
Seasonal naive,0.38,0.4279109589,0.0479109589,0.0479109589
Seasonal naive,0.39,0.4279109589,0.0379109589,0.0379109589
Seasonal naive,0.4,0.4279109589,0.0279109589,0.0279109589
Seasonal naive,0.41,0.4279109589,0.0179109589,0.0179109589
Seasonal naive,0.42,0.4279109589,0.007910958904,0.007910958904
Seasonal naive,0.43,0.4279109589,-0.002089041096,0.002089041096
Seasonal naive,0.44,0.4279109589,-0.0120890411,0.0120890411
Seasonal naive,0.45,0.4279109589,-0.0220890411,0.0220890411
Seasonal naive,0.46,0.4279109589,-0.0320890411,0.0320890411
Seasonal naive,0.47,0.4279109589,-0.0420890411,0.0420890411
Seasonal naive,0.48,0.4279109589,-0.0520890411,0.0520890411
Seasonal naive,0.49,0.4279109589,-0.0620890411,0.0620890411
Seasonal naive,0.5,0.4279109589,-0.0720890411,0.0720890411
Seasonal naive,0.51,0.4279109589,-0.0820890411,0.0820890411
Seasonal naive,0.52,0.4279109589,-0.0920890411,0.0920890411
Seasonal naive,0.53,0.4279109589,-0.1020890411,0.1020890411
Seasonal naive,0.54,0.4279109589,-0.1120890411,0.1120890411
Seasonal naive,0.55,0.4279109589,-0.1220890411,0.1220890411
Seasonal naive,0.56,0.4279109589,-0.1320890411,0.1320890411
Seasonal naive,0.57,0.4279109589,-0.1420890411,0.1420890411
Seasonal naive,0.58,0.4279109589,-0.1520890411,0.1520890411
Seasonal naive,0.59,0.4279109589,-0.1620890411,0.1620890411
Seasonal naive,0.6,0.4279109589,-0.1720890411,0.1720890411
Seasonal naive,0.61,0.4279109589,-0.1820890411,0.1820890411
Seasonal naive,0.62,0.4279109589,-0.1920890411,0.1920890411
Seasonal naive,0.63,0.4279109589,-0.2020890411,0.2020890411
Seasonal naive,0.64,0.4279109589,-0.2120890411,0.2120890411
Seasonal naive,0.65,0.4279109589,-0.2220890411,0.2220890411
Seasonal naive,0.66,0.4279109589,-0.2320890411,0.2320890411
Seasonal naive,0.67,0.4279109589,-0.2420890411,0.2420890411
Seasonal naive,0.68,0.4279109589,-0.2520890411,0.2520890411
Seasonal naive,0.69,0.4279109589,-0.2620890411,0.2620890411
Seasonal naive,0.7,0.4279109589,-0.2720890411,0.2720890411
Seasonal naive,0.71,0.4279109589,-0.2820890411,0.2820890411
Seasonal naive,0.72,0.4279109589,-0.2920890411,0.2920890411
Seasonal naive,0.73,0.4279109589,-0.3020890411,0.3020890411
Seasonal naive,0.74,0.4279109589,-0.3120890411,0.3120890411
Seasonal naive,0.75,0.4279109589,-0.3220890411,0.3220890411
Seasonal naive,0.76,0.4279109589,-0.3320890411,0.3320890411
Seasonal naive,0.77,0.4279109589,-0.3420890411,0.3420890411
Seasonal naive,0.78,0.4279109589,-0.3520890411,0.3520890411
Seasonal naive,0.79,0.4279109589,-0.3620890411,0.3620890411
Seasonal naive,0.8,0.4279109589,-0.3720890411,0.3720890411
Seasonal naive,0.81,0.4279109589,-0.3820890411,0.3820890411
Seasonal naive,0.82,0.4279109589,-0.3920890411,0.3920890411
Seasonal naive,0.83,0.4279109589,-0.4020890411,0.4020890411
Seasonal naive,0.84,0.4279109589,-0.4120890411,0.4120890411
Seasonal naive,0.85,0.4279109589,-0.4220890411,0.4220890411
Seasonal naive,0.86,0.4279109589,-0.4320890411,0.4320890411
Seasonal naive,0.87,0.4279109589,-0.4420890411,0.4420890411
Seasonal naive,0.88,0.4279109589,-0.4520890411,0.4520890411
Seasonal naive,0.89,0.4279109589,-0.4620890411,0.4620890411
Seasonal naive,0.9,0.4279109589,-0.4720890411,0.4720890411
Seasonal naive,0.91,0.4279109589,-0.4820890411,0.4820890411
Seasonal naive,0.92,0.4279109589,-0.4920890411,0.4920890411
Seasonal naive,0.93,0.4279109589,-0.5020890411,0.5020890411
Seasonal naive,0.94,0.4279109589,-0.5120890411,0.5120890411
Seasonal naive,0.95,0.4279109589,-0.5220890411,0.5220890411
Seasonal naive,0.96,0.4279109589,-0.5320890411,0.5320890411
Seasonal naive,0.97,0.4279109589,-0.5420890411,0.5420890411
Seasonal naive,0.98,0.4279109589,-0.5520890411,0.5520890411
Seasonal naive,0.99,0.4279109589,-0.5620890411,0.5620890411
